"","x"
"19129",429117.940339306
"19134",909996.686526591
"19137",176745.423219591
"19154",745252.659300221
"19159",755640.660927611
"19161",487833.108256873
"19162",600381.944838257
"19168",165966.41044386
"19169",408044.718518236
"19184",476556.492362941
"19185",781453.26561097
"19195",981846.738200212
"19204",932961.654987896
"19209",177559.205765493
"19221",674660.891663334
"19222",141656.025157496
"19224",282718.838062939
"19225",173853.98291986
"19229",184283.015868832
"19232",1381726.44197475
"19236",706379.337920277
"19237",2156207.87276263
"19243",630767.004291593
"19247",330273.077526961
"19248",184692.135056181
"19252",465701.155213945
"19263",1293613.93124612
"19273",1394996.44112417
"19274",587240.717736482
"19282",790901.094931136
"19283",294457.647893908
"19290",570404.951553531
"19295",204044.846322783
"19296",1044592.86898617
"19297",835518.118335337
"19298",944751.847862231
"19299",692936.525851564
"19302",302571.181861199
"19308",227164.352566632
"19309",512677.388368762
"19314",347737.822589401
"19318",342642.614525567
"19320",791275.908231314
"19323",711898.648837541
"19329",689262.921167939
"19333",221530.235410612
"19340",668338.383331194
"19343",506747.539294556
"19354",572230.144032548
"19365",168278.593336252
"19366",800106.748369006
"19369",467294.637178923
"19375",354118.061295149
"19378",176594.219350326
"19387",484073.349563408
"19390",877289.342888753
"19398",432706.367141781
"19405",590086.704175227
"19409",487146.970779501
"19410",158723.653076936
"19414",240341.734907753
"19424",426133.773341018
"19427",340879.877890253
"19432",579899.409553269
"19438",228702.43592285
"19440",630907.614903467
"19445",787084.988089022
"19449",212740.652592343
"19450",540054.422172357
"19455",1104346.97723721
"19465",508337.497634108
"19467",1016210.34832472
"19473",136614.587746594
"19477",205041.401718109
"19480",995187.80295916
"19483",150347.406857258
"19484",434224.528851483
"19487",297896.825605018
"19505",460250.785317825
"19507",528770.94919225
"19509",1197363.82327405
"19511",251937.478684378
"19518",563304.295780317
"19521",492182.414117579
"19532",1438173.19715159
"19535",1071920.72435195
"19538",648907.04550454
"19541",678372.402769734
"19545",442604.220192363
"19552",201877.845445628
"19565",1280750.02592336
"19569",673222.262941299
"19570",1218806.76207377
"19571",514836.71931358
"19577",788250.522153683
"19599",502731.922728512
"19602",282373.012603094
"19606",466633.84842554
"19615",600896.691574336
"19618",465328.075662249
"19626",876083.899327191
"19633",505184.949486785
"19635",346396.423866093
"19637",514227.913176125
"19638",381737.093084658
"19642",620842.835551614
"19647",325164.165652955
"19650",1540521.45883434
"19651",266564.943906642
"19653",315185.510559619
"19654",357214.478008691
"19656",313086.720275085
"19658",563087.55113732
"19662",363736.327043093
"19663",372042.146510565
"19665",374863.902538943
"19667",332764.866449804
"19677",404777.486982199
"19678",982199.098534578
"19684",588402.370053769
"19691",500337.482287335
"19693",288506.293409691
"19696",189241.875577716
"19698",267229.30762382
"19699",611048.869239631
"19716",529729.873951013
"19723",730454.714959859
"19724",360346.277874372
"19726",1095119.3543597
"19735",94181.5895001022
"19747",919962.46806599
"19752",1036917.26384622
"19755",250993.664135536
"19759",1378956.0233044
"19761",277804.914019092
"19770",259115.557531842
"19773",644206.245701611
"19774",424554.533779565
"19782",690170.899361439
"19787",205330.849776669
"19792",725650.11933429
"19793",507772.27364789
"19797",436168.563311461
"19801",413704.517758229
"19804",855702.365584234
"19806",523000.336861945
"19808",446316.784384305
"19815",1389611.01959074
"19817",827645.798344398
"19824",1751441.74080101
"19829",546717.334205665
"19838",1096749.84178914
"19846",442950.360000142
"19848",624034.01316598
"19850",652933.170147757
"19870",583340.704920642
"19872",714113.758303665
"19873",457717.705092706
"19894",276229.456430453
"19896",1229166.02206778
"19899",403084.436763292
"19902",447767.29925352
"19905",608369.447060902
"19910",510236.499239077
"19911",331825.752558878
"19917",765808.152220761
"19920",411573.331505033
"19922",399538.982810028
"19933",677140.220963428
"19941",552592.247618814
"19947",840342.704044361
"19949",815847.486310108
"19960",643897.328953052
"19967",297187.384567802
"19970",954589.533006998
"19973",563312.686339967
"19974",1415248.33933376
"19977",469088.34220157
"19987",810458.390002109
"19989",800487.803724418
"19991",610380.880631674
"19992",477505.331053721
"19997",364974.739465884
"20003",415951.608981268
"20005",650989.076064967
"20007",430934.474444244
"20018",456380.469972492
"20019",412679.524847073
"20021",763802.750899287
"20024",179014.524506725
"20030",487578.82071062
"20032",499544.499273801
"20050",820787.320314092
"20052",216064.380134278
"20053",313351.664700314
"20057",511617.400933058
"20058",468668.954985777
"20065",499916.784556728
"20069",512623.03998765
"20070",1317331.69514442
"20073",1381015.16800094
"20084",392079.587467186
"20092",431845.82928563
"20103",634824.775198001
"20105",796907.957533292
"20108",364799.277966635
"20112",321288.158818019
"20113",404872.606328728
"20119",229810.477887667
"20121",631978.018531809
"20141",647175.063325596
"20142",659665.897527404
"20146",354264.277661581
"20151",575120.267098271
"20152",244821.420955526
"20157",511182.433973511
"20161",326093.699165152
"20163",324131.618785233
"20164",404854.735733713
"20169",1540293.27046839
"20172",571124.283849524
"20173",646185.382793281
"20181",663675.417547683
"20182",663675.417547683
"20190",831838.768786246
"20194",665526.382374302
"20214",449776.717041802
"20219",460720.643783858
"20221",80619.5333137749
"20226",993433.938917764
"20236",855375.877694302
"20239",768787.468773805
"20252",1055165.75444804
"20255",319476.67035609
"20256",506120.152689771
"20263",624881.512076305
"20276",1233761.67096353
"20284",474289.123228155
"20290",278039.790362836
"20293",385160.390987045
"20294",318136.776448002
"20295",247984.165428799
"20297",1327531.58663389
"20305",463558.427996504
"20306",782346.863043568
"20318",532666.113449856
"20336",379849.547902015
"20337",366132.664073661
"20347",337806.690212023
"20348",374982.436356168
"20358",909595.143334754
"20364",679982.989941183
"20368",524873.398732718
"20375",489791.858655495
"20377",674187.544951449
"20397",1053933.37186689
"20400",521498.373783301
"20401",303367.611922512
"20403",519578.880705162
"20417",199394.147390029
"20418",572662.6364702
"20423",1201714.74806583
"20426",1125523.45656735
"20427",931723.430467163
"20435",1201453.40307028
"20436",535004.730540546
"20440",583083.686192824
"20444",478339.632269348
"20450",225956.539227603
"20455",536499.149906352
"20457",307049.704844749
"20462",560104.539247235
"20466",674551.555821817
"20469",994664.488388054
"20481",442792.017298678
"20500",894095.899923725
"20508",212698.958883231
"20511",477404.025407488
"20515",622770.936760876
"20522",504964.680243889
"20523",583802.285888991
"20529",586154.172500661
"20538",182979.216565573
"20539",329161.739583507
"20546",495087.073620889
"20549",457360.150774784
"20553",258942.892616253
"20554",402587.509387863
"20556",373025.88952693
"20557",456780.146555628
"20559",597005.313798791
"20565",561843.820710482
"20567",374918.892520856
"20568",718658.960980515
"20573",421985.894096476
"20579",1946704.07691263
"20589",433097.08778968
"20596",397691.430112727
"20600",472161.102041983
"20601",456001.522715418
"20604",325197.075124597
"20617",331759.710151058
"20620",963664.522816293
"20623",614181.370458912
"20625",568896.080562551
"20627",384449.23019912
"20629",355032.22571696
"20635",421995.034418471
"20636",878439.091757311
"20637",311574.81900093
"20639",199394.147390029
"20642",412776.009776331
"20652",760852.728974764
"20659",705717.282957483
"20663",585485.024843502
"20680",822068.16759092
"20689",459911.391493214
"20690",193099.676145573
"20695",580837.202406501
"20700",258424.358045114
"20702",309833.90782337
"20706",426101.742060964
"20712",573691.032709115
"20717",385761.939483922
"20719",480819.785911997
"20723",834116.531982731
"20724",478884.459330678
"20728",287871.078595145
"20738",455295.874813549
"20749",528400.012116435
"20759",386015.321738973
"20760",201179.26597279
"20762",761435.651735244
"20763",1022458.6972802
"20765",315857.578132679
"20780",333332.954021396
"20789",484428.256233564
"20790",556228.888890742
"20794",584788.309677491
"20798",305376.295549143
"20811",361434.92962765
"20812",317775.913112207
"20823",712322.299522805
"20824",1264851.00512827
"20826",426762.545505901
"20827",760974.334087262
"20830",676618.70095145
"20831",1568653.48817414
"20837",453952.569623883
"20839",1545544.75347469
"20841",690920.847407872
"20844",975265.747036633
"20848",521472.698919615
"20857",402621.979469289
"20858",485980.99615367
"20876",537292.148882862
"20881",518244.155551951
"20887",506974.700952589
"20888",328402.830246891
"20895",765251.153579178
"20896",820629.645363021
"20899",854605.02633715
"20901",291270.401907869
"20913",377843.639904078
"20919",429143.658376635
"20920",359558.276456046
"20924",1480471.68368374
"20931",528833.238489785
"20941",883955.048095332
"20945",875059.660136761
"20946",733330.95290464
"20957",672042.071833592
"20958",447782.405769437
"20962",397037.770138721
"20977",642620.23349589
"20978",232014.281556092
"20979",269780.800092753
"20980",412259.769053357
"20981",512863.106298785
"20986",285737.972413806
"20992",1105788.27852665
"20993",536278.779995151
"20997",1351531.45230304
"21001",423895.724959651
"21013",637386.470848657
"21018",781989.612276792
"21022",330942.463158293
"21027",562813.911004246
"21030",347445.149833557
"21031",795940.580150144
"21033",495161.431961146
"21037",728380.789057223
"21040",468713.409707342
"21041",2467938.89624811
"21048",248469.558219332
"21049",541589.541816049
"21056",564672.081723906
"21061",766429.277611881
"21062",282301.974402605
"21069",437677.217023421
"21070",446841.123961348
"21072",776209.090173955
"21073",811414.65898361
"21074",619868.597848154
"21080",272796.697940324
"21090",396550.10286711
"21094",228650.986291263
"21100",331550.45860591
"21101",617497.894339106
"21104",737872.339274168
"21106",1091488.52534633
"21109",469165.083761857
"21113",633571.457702175
"21126",608819.802325812
"21128",359313.512237108
"21129",853355.495862374
"21132",585574.431210029
"21135",435318.757848858
"21140",178288.798206145
"21145",864336.670713713
"21162",538484.087891523
"21169",571314.412597348
"21174",741765.512784461
"21176",891877.795040141
"21184",338513.566956139
"21193",640355.172986389
"21203",619222.182778337
"21210",344285.068626532
"21219",477181.096753348
"21220",907867.255879548
"21223",396671.679714082
"21229",333354.808538738
"21234",570929.013805398
"21239",195725.460447591
"21241",732616.962766835
"21245",531232.055388503
"21253",421146.834645148
"21256",557919.19325411
"21267",474153.439560367
"21270",405004.231947262
"21275",581374.592097966
"21298",481499.058792287
"21300",281911.007442464
"21305",908765.717173778
"21309",515542.765565568
"21313",482433.709056006
"21319",722227.808842661
"21321",688272.197557963
"21325",336039.597011202
"21339",379711.166672982
"21346",688307.043800416
"21349",531931.418985713
"21352",206298.606406864
"21356",886828.2000971
"21357",343059.664841408
"21361",167401.609627607
"21363",359768.006156554
"21367",282528.869468849
"21372",394077.859955271
"21381",507336.712955151
"21384",1620451.56041857
"21391",365049.994674856
"21399",312896.643731626
"21401",256570.614353415
"21403",349212.869164445
"21405",333924.067806606
"21406",431125.648318618
"21411",855308.689424817
"21415",935532.616038041
"21423",353906.800427151
"21426",928101.246962095
"21430",204847.147242201
"21432",798282.383086504
"21437",449840.52254186
"21448",331575.035850656
"21454",407385.4505924
"21465",538057.737525115
"21470",1115689.04243514
"21473",373420.632094399
"21476",251996.585525442
"21488",612439.878389076
"21492",368975.189640695
"21501",511924.601739259
"21504",647929.434086385
"21511",481723.05859511
"21515",2144362.03513921
"21526",1150718.54669622
"21527",194272.611291423
"21528",525690.011060438
"21530",840512.608906242
"21532",305358.886840029
"21539",365365.030541213
"21544",441475.289449591
"21546",333736.161409395
"21551",217873.832891599
"21552",1255710.95402447
"21571",288360.953546616
"21576",478446.427884271
"21587",504583.730515063
"21588",370506.054330591
"21591",1176682.59916622
"21599",664347.669761596
"21603",194924.718725646
"21604",453780.471420457
"21612",395500.48125117
