"","price","sqft_living","grade","sqft_above","bathrooms","sqft_basement","bedrooms","floors","waterfront","howOld","view","sqft_living15","zipcode","yr_renovated"
"15561",1089000,5600,10,3440,"3.25",2160,"5","2","0",27,0,3470,"98072",0
"15569",180000,1990,7,1990,"2.25",0,"3","2","0",48,0,1220,"98198",0
"15585",310000,1290,6,1290,"2",0,"3","1","0",65,1,1960,"98118",0
"15587",625000,2070,8,1390,"2.25",680,"4","1","0",38,0,2110,"98033",0
"15592",790000,2720,9,2250,"3.5",470,"4","2","0",1,0,1600,"98136",0
"15593",1681000,4830,9,3930,"5.25",900,"5","2","0",17,1,2880,"98040",1998
"15600",687000,4400,9,4400,"3.25",0,"4","2","0",22,0,2280,"98022",0
"15601",558000,3160,9,2460,"3.25",700,"4","2","0",18,0,2900,"98056",0
"15603",687500,3320,7,2020,"2.75",1300,"5","1","0",52,0,1840,"98033",0
"15612",275000,1680,7,1560,"1.75",120,"4","1","0",56,0,2000,"98055",0
"15613",370000,2120,7,2120,"2.75",0,"3","1","0",57,0,1180,"98056",0
"15617",797000,1370,9,1370,"2.5",0,"3","2","0",4,0,1630,"98109",2011
"15618",640000,2840,6,2720,"2",120,"6","1.5","0",67,0,2330,"98019",0
"15619",605000,3280,7,2080,"1.75",1200,"4","1","0",39,0,2510,"98053",0
"15620",329950,2070,7,1350,"2.25",720,"3","1","0",28,0,1620,"98031",0
"15625",388000,1760,7,1760,"1.75",0,"3","1","0",53,0,1760,"98146",0
"15626",249950,1730,6,1730,"2",0,"5","1","0",71,0,1550,"98178",0
"15627",390000,2290,7,1190,"1.75",1100,"5","1","0",50,0,1870,"98133",0
"15632",907500,2770,9,2770,"2.5",0,"4","2","0",28,0,2670,"98007",0
"15633",2271150,4040,9,4040,"3.25",0,"4","1","0",61,0,3000,"98039",0
"15637",235000,1500,6,1500,"1",0,"5","1.5","0",49,0,1520,"98168",0
"15638",740000,2230,8,1810,"2.25",420,"4","1.5","0",87,2,2840,"98199",0
"15641",259950,790,6,790,"1",0,"2","1","0",68,0,1420,"98125",0
"15643",561000,1710,8,1710,"2.25",0,"3","2","0",11,0,1730,"98029",0
"15644",455000,1260,7,1260,"1.5",0,"2","1","0",74,0,1640,"98115",0
"15649",342500,940,7,940,"1",0,"3","1","0",49,0,1660,"98034",0
"15660",420000,2520,7,1760,"2.25",760,"3","1","0",38,0,2300,"98028",0
"15666",585000,2170,7,2170,"1.75",0,"3","1","0",39,0,2840,"98042",0
"15669",1680000,5170,11,3520,"3.5",1650,"5","3","1",17,4,3020,"98155",0
"15672",345000,1690,7,1690,"2.25",0,"3","2","0",36,0,1390,"98045",0
"15675",128000,1400,7,1400,"1",0,"3","1","0",46,0,1280,"98023",0
"15683",371000,1110,8,1110,"1.5",0,"2","3","0",15,0,1420,"98107",0
"15685",343000,2290,7,1340,"1.75",950,"4","1","0",55,0,1800,"98146",0
"15689",889000,4070,10,4070,"3.5",0,"4","2","0",11,0,4080,"98075",0
"15692",613000,2070,7,1340,"2.5",730,"5","1","0",48,0,2090,"98008",0
"15702",619000,2560,9,2560,"2.5",0,"3","2","0",13,0,3000,"98077",0
"15705",322000,1750,7,1750,"1",0,"4","1","0",73,0,1550,"98058",0
"15706",276900,1620,7,1620,"2.5",0,"3","2","0",26,0,1550,"98038",0
"15715",440000,2060,8,2060,"2.5",0,"3","2","0",28,0,2140,"98072",0
"15716",751000,3090,10,3090,"2.5",0,"3","2","0",23,0,2980,"98075",0
"15722",605000,1880,7,1080,"1.5",800,"4","1","0",89,0,1690,"98103",0
"15729",595000,1350,7,1350,"1.5",0,"4","1","0",56,0,1930,"98004",0
"15730",850000,3180,9,3180,"2.5",0,"4","2","0",38,1,3110,"98040",0
"15736",234950,1360,6,1360,"1",0,"3","1","0",38,0,1670,"98010",0
"15742",280500,1220,7,890,"1",330,"3","1","0",63,0,1670,"98108",0
"15744",7e+05,2420,7,2420,"1.75",0,"4","1.5","0",115,0,1200,"98112",0
"15757",525000,1750,8,1750,"2.25",0,"3","3","0",14,0,1750,"98107",0
"15772",750000,1820,8,1720,"2",100,"3","1.5","0",74,0,2220,"98116",0
"15777",546000,1200,6,1200,"1",0,"2","1","0",67,0,1740,"98027",0
"15782",517000,1740,7,1740,"1.75",0,"3","1","0",6,0,1350,"98074",2009
"15787",4e+05,2150,8,2150,"2.5",0,"4","2","0",17,0,2260,"98058",0
"15788",455000,1270,7,1270,"1.75",0,"3","1","0",47,0,1510,"98052",0
"15793",268300,1190,7,1190,"1",0,"3","1","0",47,0,1960,"98028",0
"15801",426000,1630,7,830,"1",800,"2","1","0",68,0,1250,"98125",0
"15819",292000,2414,8,2414,"2.75",0,"4","2","0",9,0,1500,"98002",0
"15834",474000,1530,7,1530,"1.75",0,"3","2","0",37,0,1530,"98052",0
"15837",1160000,3860,10,2940,"2.5",920,"4","2","0",30,2,3720,"98006",0
"15838",440000,2880,9,2880,"2.5",0,"4","2","0",27,0,2650,"98058",0
"15839",411000,1590,9,1590,"2.5",0,"2","2","0",18,0,2320,"98033",0
"15858",409000,3230,8,3230,"2.75",0,"4","2","0",13,0,2550,"98001",0
"15867",495000,1770,8,1770,"1.75",0,"3","1","0",47,0,1860,"98125",0
"15868",257500,710,6,710,"1",0,"1","1","0",99,0,1440,"98118",0
"15877",251000,840,6,840,"1",0,"2","1","0",66,0,1442,"98155",0
"15878",282500,1650,7,1650,"1",0,"4","1","0",51,0,1650,"98059",0
"15886",449000,1560,7,1560,"2",0,"4","1","0",56,0,1300,"98115",0
"15890",370000,1540,7,1540,"1",0,"4","1.5","0",54,0,1290,"98034",0
"15900",3e+05,1700,7,1700,"2.5",0,"3","2","0",15,0,1590,"98108",0
"15911",415000,1220,6,1220,"1.5",0,"3","1.5","0",65,0,1360,"98103",0
"15915",325000,1070,6,1070,"1",0,"2","1","0",73,0,900,"98106",0
"15923",587000,2370,7,2370,"2.25",0,"3","2","0",36,0,3100,"98053",0
"15931",860000,2770,10,2770,"2.5",0,"3","2","0",24,0,2890,"98006",0
"15935",745000,2810,9,2810,"2.5",0,"3","2","0",20,0,2380,"98045",0
"15948",655500,3380,8,3380,"3.5",0,"4","2","0",15,0,2220,"98177",0
"15955",819000,2750,9,2750,"2.5",0,"3","2","0",15,0,1250,"98070",0
"15959",478000,2780,8,2780,"2.5",0,"4","2","0",26,0,2450,"98059",0
"15965",490000,3390,8,1640,"2.25",1750,"4","1","0",51,0,2160,"98027",0
"15967",630000,2807,8,2807,"2.5",0,"4","2","0",19,0,2028,"98028",0
"15973",345000,1110,7,1110,"1",0,"3","1","0",59,0,2010,"98115",0
"15976",475000,2270,8,2270,"1.75",0,"3","1","0",47,0,2440,"98058",0
"15980",5e+05,1250,7,1250,"2",0,"2","1","0",58,0,1250,"98103",0
"15988",436000,2720,8,2720,"3",0,"5","2","0",46,0,1420,"98059",0
"15991",265000,1890,7,1890,"2.5",0,"3","2","0",19,0,1700,"98002",0
"15995",465000,1830,7,1030,"1.5",800,"5","1","0",60,2,2610,"98155",0
"15998",415000,2010,8,2010,"2",0,"3","1.5","0",29,2,1840,"98022",0
"16009",215000,1760,7,1100,"2",660,"3","1","0",68,0,1730,"98001",0
"16014",1190000,2160,8,2160,"2",0,"3","1","0",64,0,2260,"98004",0
"16016",730000,2440,7,1970,"3.5",470,"3","2","0",15,0,2440,"98005",0
"16021",1280000,3010,9,2370,"3.5",640,"4","2","0",16,0,2650,"98112",0
"16024",532000,1110,7,1110,"1",0,"3","1.5","0",69,0,1510,"98117",0
"16025",579000,1560,8,1560,"1.75",0,"2","1","0",11,0,1860,"98053",0
"16034",541500,1900,8,1900,"2.5",0,"2","2","0",9,0,1900,"98053",0
"16038",660000,1770,8,1770,"2",0,"3","1","0",63,0,1770,"98177",0
"16043",485000,1570,8,1570,"2.25",0,"3","2","0",31,0,1990,"98074",0
"16047",780000,2610,7,1310,"2",1300,"3","1","0",74,0,2330,"98115",0
"16057",367500,1570,7,1570,"1",0,"3","1","0",52,0,2540,"98028",0
"16059",655000,2540,8,1320,"1.75",1220,"4","1","0",67,3,2540,"98116",0
"16078",5e+05,2760,9,2760,"2.5",0,"3","2","0",25,0,2720,"98058",0
"16080",385000,2960,9,2960,"2.5",0,"4","2","0",9,0,2960,"98038",0
"16082",1385000,3230,10,1640,"3.5",1590,"4","1","0",15,1,2660,"98033",0
"16087",325000,1670,7,1670,"1.75",0,"2","1","0",50,0,1600,"98178",0
"16091",324450,1420,7,1420,"2",0,"3","1","0",49,0,1900,"98166",0
"16093",2e+05,1310,6,1160,"1",150,"4","1.5","0",70,0,1090,"98126",0
"16098",450000,2450,10,2450,"2.5",0,"3","2","0",25,0,2650,"98038",0
"16101",1200000,4310,10,3140,"3.5",1170,"3","2","0",27,2,2280,"98177",0
"16112",550000,2360,8,1760,"3",600,"4","1","0",66,0,1640,"98115",0
"16119",329990,2420,8,2420,"2.75",0,"4","2","0",18,0,2270,"98022",0
"16130",780500,1760,8,1760,"1",0,"5","2","0",113,0,2130,"98112",0
"16131",680000,1090,7,850,"1.75",240,"3","1","0",65,0,1580,"98115",0
"16134",465000,1730,8,1350,"1.75",380,"3","1","0",44,0,2500,"98177",0
"16141",354000,1010,8,1010,"2",0,"3","1","0",35,0,1700,"98074",0
"16147",437400,2150,7,2150,"1.75",0,"3","1","0",55,0,1100,"98008",0
"16157",445000,1440,8,1440,"1.75",0,"2","1","0",7,2,1680,"98053",0
"16158",517850,3050,8,1800,"2.75",1250,"5","1","0",49,0,2060,"98034",0
"16162",450500,1410,7,1410,"1",0,"3","1","0",67,0,1990,"98133",0
"16165",314000,1870,8,1870,"2.5",0,"4","2","0",23,0,2160,"98188",0
"16167",329950,2050,7,1280,"1",770,"4","1","0",58,0,2050,"98178",0
"16172",960000,2410,9,1800,"2.25",610,"4","2","0",86,2,2150,"98117",0
"16176",533000,1800,7,1400,"2.75",400,"5","1.5","0",89,0,1400,"98103",0
"16190",590000,2520,10,2520,"2.5",0,"3","2","0",27,0,2630,"98074",0
"16191",264500,1630,8,1630,"2.5",0,"3","1","0",25,0,2110,"98092",0
"16199",81000,730,5,730,"1",0,"2","1","0",72,0,860,"98168",0
"16205",234000,1140,6,1140,"1.5",0,"3","1.5","0",48,0,1250,"98045",0
"16208",865000,2750,8,2130,"2",620,"4","2","0",28,0,1290,"98119",1987
"16210",375000,1660,7,1130,"1.75",530,"3","1","0",39,0,1260,"98072",0
"16213",190000,1260,6,1260,"1",0,"3","1","0",72,0,1090,"98056",0
"16214",399950,2760,7,1380,"2",1380,"5","1","0",51,0,1400,"98118",0
"16218",614306,2210,8,1410,"2.25",800,"2","1","0",47,0,2140,"98117",0
"16220",590000,2110,9,2110,"2.5",0,"3","2","0",11,0,2300,"98029",0
"16221",261500,1130,6,1130,"1",0,"3","1","0",107,0,1710,"98144",0
"16222",3e+05,1960,8,1960,"2.5",0,"4","2","0",14,0,2130,"98030",0
"16223",439000,2230,8,1450,"2.25",780,"3","1.5","0",87,2,2060,"98178",0
"16233",254000,1480,7,1480,"2",0,"3","1","0",23,0,1680,"98038",0
"16236",8e+05,2540,10,2540,"3.75",0,"4","2","0",17,0,2490,"98075",0
"16241",650000,2770,7,2770,"2.5",0,"4","2","0",14,0,2770,"98053",0
"16242",646000,2310,8,2310,"2.5",0,"4","2","0",7,0,1220,"98117",0
"16246",550000,1380,7,1380,"1.75",0,"3","1.5","0",15,0,1500,"98122",2000
"16247",4e+05,1180,7,1180,"1",0,"3","1","0",46,0,1220,"98034",0
"16248",255000,1650,7,1100,"1.75",550,"4","1","0",38,0,1620,"98031",0
"16249",660000,2030,7,2030,"1.75",0,"3","2","0",52,2,2350,"98008",0
"16252",215000,1690,7,1690,"1",0,"3","1","0",46,0,1590,"98003",0
"16255",212000,1470,7,1470,"1.75",0,"3","1","0",25,0,1590,"98001",0
"16259",2328000,4420,11,4420,"3.5",0,"4","2","0",12,0,3020,"98004",0
"16260",225000,800,6,800,"1",0,"2","1","0",71,0,880,"98178",0
"16261",1250000,3700,11,2620,"2.5",1080,"4","1","0",27,4,3480,"98006",0
"16262",380000,1400,7,1400,"1",0,"3","1","0",67,0,1460,"98146",0
"16279",209950,1050,6,840,"1",210,"2","1","0",72,0,1310,"98168",0
"16290",295500,1330,7,1000,"1.75",330,"3","1","0",34,0,1320,"98055",0
"16293",495000,2310,9,2310,"2.5",0,"4","2","0",18,0,1980,"98155",0
"16297",620000,2140,7,1070,"1.75",1070,"3","1","0",68,1,1930,"98119",0
"16302",1600000,3170,10,2230,"2.25",940,"3","2","0",40,0,3170,"98102",0
"16312",445000,2210,8,2210,"2.5",0,"3","2","0",17,0,2430,"98045",0
"16315",336500,1420,7,1420,"2.25",0,"3","2","0",34,0,1150,"98034",0
"16318",545000,2040,8,2040,"2.5",0,"4","2","0",27,0,2050,"98074",0
"16322",420000,1470,8,1160,"2.5",310,"3","2","0",10,0,1470,"98029",0
"16326",180000,1740,7,1020,"1.5",720,"4","1","0",53,0,1740,"98168",0
"16332",255000,1580,7,1580,"2.5",0,"4","1","0",56,0,1320,"98059",0
"16333",257000,1740,8,1740,"2.5",0,"3","2","0",6,0,2030,"98002",0
"16334",869000,1900,7,1100,"1.75",800,"2","1","1",61,4,1650,"98178",0
"16335",745000,3130,10,3130,"2.5",0,"4","2","0",25,0,3130,"98075",0
"16339",540000,1720,8,1720,"2.5",0,"3","2","0",16,0,1890,"98052",1999
"16345",486000,3560,10,3560,"2.5",0,"4","2","0",27,0,3420,"98023",0
"16360",1387000,4010,11,3150,"3.5",860,"4","2","0",25,3,3530,"98040",0
"16363",650000,3260,9,3260,"2.75",0,"4","2","0",12,0,3180,"98065",0
"16364",275000,830,6,830,"1",0,"2","1","0",93,0,1310,"98126",0
"16365",1200000,2390,9,2150,"2.5",240,"4","2","0",91,0,2800,"98102",0
"16372",230000,1380,7,940,"1",440,"3","1","0",52,0,1240,"98023",0
"16376",175000,620,6,620,"1",0,"2","1","0",52,0,1050,"98168",0
"16380",189000,1380,6,1380,"1",0,"3","1.5","0",100,0,860,"98002",0
"16394",926250,2390,8,2390,"1.75",0,"4","1","0",51,0,2390,"98040",0
"16396",361500,1070,7,1070,"1.75",0,"3","1","0",37,0,1700,"98052",0
"16418",653000,2770,8,2770,"2.25",0,"3","2","0",30,0,2720,"98072",0
"16422",424950,2480,8,2480,"2.5",0,"4","2","0",23,0,2460,"98038",0
"16423",427000,2220,7,1230,"2.75",990,"5","1","0",42,0,1580,"98144",0
"16427",830005,3610,11,3290,"3.75",320,"4","3","0",21,0,2460,"98117",0
"16430",865000,2790,9,2790,"4",0,"4","2","0",16,0,2740,"98005",0
"16433",399950,2350,8,2350,"2.5",0,"4","2","0",12,0,2190,"98038",0
"16439",755000,2420,9,1620,"2.5",800,"3","1","0",58,3,2650,"98118",0
"16444",8e+05,1570,8,1570,"1",0,"2","1.5","0",91,3,1760,"98144",0
"16450",822600,3010,9,1510,"2.5",1500,"4","1","0",36,2,2780,"98006",0
"16456",202000,840,5,840,"1",0,"2","1","0",108,0,1030,"98032",0
"16459",175000,1480,7,1080,"1",400,"3","1","0",48,0,1780,"98188",0
"16463",405000,1460,7,1460,"1",0,"3","1.5","0",13,0,1910,"98074",0
"16464",416000,940,7,940,"1",0,"2","1","0",66,0,1630,"98126",0
"16469",815000,2780,10,2780,"3.75",0,"3","2","0",16,0,3110,"98007",0
"16475",349950,1060,7,1060,"1",0,"3","1","0",49,0,1630,"98052",0
"16477",735000,2380,7,1820,"1.75",560,"4","2","0",69,1,2190,"98105",0
"16482",253000,880,6,880,"1.5",0,"3","1","0",70,0,1020,"98178",0
"16484",627000,2030,8,2030,"2",0,"4","1","0",39,0,1800,"98052",0
"16486",319950,920,7,920,"1",0,"2","1","0",76,0,2330,"98146",0
"16489",1125000,3690,9,2070,"3",1620,"5","1","0",48,4,3160,"98005",0
"16497",542500,2330,8,2330,"2.5",0,"4","2","0",37,0,2210,"98007",0
"16502",335000,1510,7,1510,"1",0,"2","1","0",45,0,1170,"98133",1970
"16508",225000,1030,6,1030,"1",0,"2","1","0",56,0,1030,"98058",0
"16513",324900,2080,8,2080,"2.25",0,"3","2","0",27,0,2080,"98092",0
"16524",585000,1840,8,1370,"1.75",470,"3","1","0",41,0,1920,"98033",0
"16526",1980000,4500,12,3340,"3.5",1160,"4","1","0",25,0,2540,"98004",0
"16529",725000,2980,10,2980,"2.5",0,"3","2","0",23,0,2980,"98075",0
"16536",460000,3460,8,3460,"2.75",0,"4","2","0",29,0,1500,"98022",1986
"16539",155000,810,7,810,"1",0,"2","1","0",35,0,1180,"98118",0
"16553",1185000,2390,10,1980,"2.25",410,"3","1","0",67,1,3720,"98105",0
"16554",320000,3130,7,3130,"2.5",0,"4","2","0",10,0,3020,"98042",0
"16555",450000,3550,8,2960,"2.25",590,"6","1","0",67,0,2360,"98125",0
"16557",223000,910,6,910,"1",0,"2","1","0",58,0,1480,"98058",0
"16565",333500,2230,7,1390,"1.5",840,"3","1","0",56,0,1420,"98146",0
"16567",345000,1240,7,1240,"1.5",0,"3","1","0",61,0,1240,"98006",0
"16569",440000,2560,7,1280,"2.5",1280,"4","1","0",50,0,1740,"98027",0
"16572",680000,1660,7,1660,"1",0,"4","1.5","0",100,0,1810,"98117",0
"16573",420000,1140,7,1140,"1.75",0,"3","1","0",33,0,1490,"98033",0
"16583",1350000,3600,9,2720,"3.5",880,"4","2","0",1,0,2270,"98112",2014
"16584",885000,2060,9,1610,"2.25",450,"3","1","0",40,0,2930,"98040",0
"16589",1298000,2860,10,2130,"2.25",730,"4","2","0",82,3,2700,"98199",0
"16591",568500,2460,8,2460,"2.5",0,"4","2","0",17,0,2460,"98074",0
"16597",252500,1780,7,1250,"2.5",530,"3","1","0",41,0,1870,"98031",0
"16598",376000,2200,8,1480,"2.25",720,"4","1","0",56,0,2710,"98056",0
"16600",710000,2880,10,2880,"2.5",0,"4","2","0",19,0,3490,"98075",0
"16612",767250,2170,8,1710,"3",460,"4","2","0",18,0,2170,"98115",0
"16616",665000,2800,8,1400,"2",1400,"5","1","0",52,0,1760,"98033",0
"16618",355500,2360,7,2360,"2",0,"5","1","0",47,0,1860,"98010",0
"16619",369000,2370,9,2370,"2.5",0,"4","2","0",17,0,2370,"98042",0
"16626",1200690,3640,10,3640,"3",0,"5","2","0",19,0,3330,"98006",0
"16632",347950,1700,7,1700,"2.25",0,"5","1.5","0",53,0,1810,"98059",0
"16633",851000,3560,10,3560,"2.5",0,"3","2","0",28,0,3660,"98053",0
"16634",205000,1210,6,1210,"1",0,"3","1","0",58,0,1320,"98146",0
"16640",632000,2730,9,2730,"2.25",0,"3","2","0",23,2,2700,"98011",0
"16662",237000,1800,7,1800,"1.5",0,"3","1","0",65,0,1400,"98001",0
"16673",496000,2110,7,1100,"1.75",1010,"5","1","0",53,0,2020,"98133",0
"16681",598800,1090,6,1090,"1",0,"1","1","0",57,0,1870,"98014",0
"16693",540000,1670,8,1220,"2.25",450,"3","2","0",13,0,1630,"98199",0
"16706",763000,1850,8,1850,"1.75",0,"4","2","0",74,0,1410,"98117",0
"16716",239000,1980,6,1980,"2",0,"4","1.5","0",91,0,1360,"98055",0
"16719",415000,2000,8,2000,"2.5",0,"4","2","0",16,0,1790,"98133",0
"16729",569000,1730,7,1060,"2",670,"4","1","0",91,0,1360,"98103",0
"16730",1355000,5960,10,4770,"3.5",1190,"5","2","0",31,2,2810,"98008",0
"16743",508500,1800,7,1800,"1.5",0,"4","1.5","0",65,0,1420,"98115",0
"16746",643500,1650,8,1650,"2",0,"3","2","0",29,0,1730,"98177",1986
"16762",330000,3040,7,3040,"2.5",0,"3","2","0",12,0,2760,"98092",0
"16763",449400,2490,7,2490,"3",0,"4","2","0",8,0,2470,"98056",0
"16768",605000,2060,8,1120,"2",940,"3","1","0",68,0,1500,"98103",0
"16770",545000,1400,7,1400,"1.75",0,"3","1.5","0",90,0,1050,"98117",0
"16771",770000,3680,10,2390,"2.5",1290,"3","1","0",30,0,3570,"98052",0
"16776",585000,1770,6,1520,"1",250,"2","1.5","0",66,0,1060,"98117",0
"16777",560000,1860,8,1860,"2",0,"3","1","0",30,0,1960,"98027",0
"16779",550000,3820,8,2440,"3.5",1380,"4","2","0",60,2,2520,"98108",0
"16781",327000,1320,7,1320,"1.5",0,"3","1","0",45,0,1730,"98059",0
"16785",350000,860,7,860,"1",0,"3","1","0",42,0,1360,"98034",0
"16791",372000,2500,8,2500,"2.5",0,"4","2","0",25,0,2360,"98031",0
"16795",386000,2120,9,2120,"2",0,"3","1","0",24,0,2660,"98058",0
"16796",546000,1530,8,1530,"2.5",0,"3","2","0",17,0,1530,"98007",0
"16801",210000,1730,7,1430,"1",300,"3","1","0",52,0,1820,"98001",0
"16802",225000,1010,6,1010,"1",0,"2","1","0",89,0,980,"98032",0
"16807",150000,1310,7,960,"1",350,"3","1","0",53,0,1310,"98001",0
"16811",630000,2240,7,1250,"2.5",990,"4","1","0",10,2,1380,"98115",2005
"16813",299950,1560,7,1560,"1.75",0,"4","1","0",50,0,2460,"98092",0
"16815",150000,840,6,840,"1",0,"2","1","0",90,0,1480,"98055",0
"16821",280500,2440,7,1220,"1.75",1220,"3","1","0",53,0,1650,"98198",0
"16828",580000,2570,8,2570,"2.25",0,"4","2","0",35,0,2390,"98053",0
"16830",194000,820,8,760,"1",60,"1","1","0",8,0,1770,"98126",0
"16833",315000,1860,7,1240,"1.75",620,"3","1","0",54,0,1940,"98059",0
"16834",465000,900,6,900,"1.5",0,"3","1.5","0",74,0,1000,"98116",0
"16835",330000,1160,6,580,"1",580,"2","1","0",15,0,1160,"98010",2000
"16840",760000,2920,9,2920,"2.5",0,"4","2","0",11,0,3020,"98052",0
"16843",170000,850,6,850,"0.75",0,"1","1","0",21,2,900,"98019",1994
"16844",379000,1500,7,1000,"2.5",500,"3","1","0",43,0,1840,"98034",0
"16848",820000,3160,7,1580,"2.5",1580,"5","1","0",55,0,2440,"98040",0
"16849",449950,2070,7,2070,"1.75",0,"3","1","0",16,3,1820,"98092",0
"16852",449950,2070,7,1230,"2.5",840,"4","1","0",38,0,1770,"98052",0
"16860",202000,1420,6,1420,"1.5",0,"3","1","0",25,0,1090,"98022",0
"16861",585000,2250,8,2250,"2.5",0,"4","2","0",14,0,2290,"98075",0
"16863",1200000,4740,11,4740,"3.5",0,"4","2","0",12,0,2120,"98053",0
"16875",649800,2280,8,2280,"2.5",0,"4","2","0",20,0,1660,"98033",0
"16885",547500,2550,9,2550,"2.5",0,"3","2","0",25,0,2550,"98011",0
"16886",264500,1370,7,1370,"2.25",0,"3","2","0",22,0,1400,"98038",0
"16889",995000,5610,11,4090,"4",1520,"5","2","0",19,0,3860,"98072",0
"16895",986000,2840,10,1920,"3.5",920,"4","2","0",7,0,1300,"98118",2008
"16921",420000,1310,7,1310,"1",0,"3","1","0",29,0,1010,"98052",0
"16923",560000,1480,8,1480,"1.75",0,"3","1.5","0",35,0,1480,"98019",0
"16927",501000,1480,7,740,"1.75",740,"3","1","0",61,0,1600,"98006",0
"16929",734950,4280,10,3050,"3.25",1230,"4","2","0",13,0,2820,"98092",0
"16930",725000,3210,8,1830,"2.5",1380,"5","1","0",47,0,2450,"98007",0
"16934",1388000,2940,9,2940,"2.25",0,"4","2","0",45,0,3410,"98004",0
"16941",440000,2260,7,1200,"1.5",1060,"3","1","0",75,0,1950,"98103",0
"16942",160000,1140,6,1140,"1",0,"3","1.5","0",105,0,1140,"98014",0
"16948",736500,2230,7,1290,"2",940,"3","1.5","0",100,0,1650,"98199",0
"16964",325000,2160,8,2160,"2.5",0,"4","2","0",21,0,2020,"98031",0
"16965",475300,2110,7,1110,"1",1000,"3","1","0",91,0,1360,"98033",0
"16967",720000,2100,7,1500,"2.5",600,"3","2","0",96,0,1750,"98122",0
"16971",288000,2090,7,1280,"2.25",810,"3","1","0",38,0,1800,"98031",0
"16976",730000,2340,8,2100,"1.5",240,"4","2","0",103,0,2320,"98122",0
"16977",325000,1770,7,1770,"2.25",0,"4","2","0",17,0,1770,"98031",0
"16978",421000,1100,7,1100,"1.75",0,"3","1","0",51,0,1100,"98056",0
"16992",440000,2030,8,1550,"2.75",480,"4","1","0",36,0,2510,"98077",0
"17001",495000,1780,7,1230,"2.25",550,"3","1","0",36,0,1780,"98052",0
"17002",2187730,4240,10,4240,"4.5",0,"4","2","0",11,0,3010,"98039",0
"17005",636100,1010,7,1010,"1",0,"3","1.5","0",38,0,1960,"98119",1977
"17007",298000,1620,8,1340,"1.75",280,"3","1","0",53,0,2076,"98003",0
"17010",230000,1410,7,1410,"1",0,"5","1","0",48,0,1200,"98023",0
"17011",290000,1360,7,1360,"2",0,"3","1","0",63,0,1300,"98155",0
"17012",420000,2930,8,1560,"2.25",1370,"4","1","0",38,0,2800,"98023",0
"17022",173250,1210,7,1210,"2",0,"3","1","0",61,0,1360,"98168",0
"17023",414050,1590,7,1590,"2",0,"4","1.5","0",59,0,1400,"98133",0
"17024",4e+05,1050,6,950,"1.75",100,"3","1.5","0",87,0,1360,"98116",0
"17025",537000,1550,8,1550,"2",0,"3","1.5","0",33,0,2400,"98074",0
"17027",425000,1740,8,1740,"2.25",0,"3","1","0",46,0,2100,"98056",0
"17029",179950,1200,6,1200,"1",0,"2","1","0",57,0,1040,"98023",0
"17033",303000,2300,6,1220,"1",1080,"4","1","0",87,0,1200,"98024",0
"17034",165000,970,6,970,"1",0,"3","1","0",48,0,1230,"98058",0
"17036",710000,3130,8,3130,"2.25",0,"3","2","0",37,0,3130,"98027",0
"17041",420000,1690,7,1290,"1.5",400,"4","1","0",55,0,1780,"98155",0
"17049",208000,1050,5,1050,"1",0,"3","1","0",67,0,1410,"98146",0
"17053",326188,1300,7,1300,"1",0,"3","1","0",38,0,1600,"98053",0
"17059",637500,1680,7,1680,"1.75",0,"3","1","0",49,0,3340,"98033",0
"17063",6e+05,2710,8,2710,"2.5",0,"4","2","0",11,0,2870,"98065",0
"17071",406000,1270,7,1030,"1.75",240,"3","1","0",25,0,1630,"98028",0
"17074",390000,1000,7,1000,"1.5",0,"3","1","0",59,0,1520,"98006",0
"17081",988000,2190,8,2190,"1.75",0,"3","1.5","0",92,2,2190,"98109",0
"17088",1070000,3560,9,3560,"3.25",0,"6","2","0",63,4,3560,"98177",0
"17092",305000,860,6,860,"1",0,"2","1","0",66,0,1270,"98133",0
"17100",650000,2610,8,1910,"2.75",700,"4","3","0",105,0,1470,"98103",0
"17101",435000,870,7,870,"1",0,"2","1","0",65,2,1690,"98126",0
"17102",660000,1210,8,1210,"1",0,"3","1","0",6,1,1580,"98006",2009
"17106",272000,2430,8,2150,"3",280,"3","1","0",32,0,1670,"98003",0
"17107",233000,1460,7,1040,"1.75",420,"3","1","0",36,0,1310,"98023",0
"17109",540000,2040,8,1440,"1.75",600,"4","1","0",38,0,1910,"98155",0
"17110",712000,2375,9,2375,"2.5",0,"3","2","0",13,0,2095,"98052",0
"17111",425000,2480,7,2480,"2.5",0,"4","2","0",10,0,2950,"98059",0
"17116",182500,910,7,910,"1",0,"3","1","0",44,0,1530,"98001",0
"17127",280000,1430,7,1430,"1.5",0,"3","1","0",59,0,1080,"98188",0
"17128",5e+05,1670,8,1670,"2.5",0,"3","2","0",15,0,1670,"98027",0
"17131",325000,750,7,750,"1",0,"2","1","0",68,0,1050,"98177",0
"17133",294999,1660,7,1660,"2.5",0,"4","2","0",21,0,1580,"98030",0
"17140",535000,2750,8,2750,"2.5",0,"4","2","0",21,0,2500,"98019",0
"17151",490000,3480,9,1980,"2.5",1500,"4","1","0",38,0,3480,"98042",0
"17157",355000,1120,6,860,"1.75",260,"3","1","0",67,0,1240,"98125",0
"17178",1185000,2500,9,2500,"2.75",0,"3","2","0",110,0,2810,"98112",0
